"FLUENCIA","RES_TRA","RELACION","ALARGA","PE_MET"
457,584,1.28,16.4,0.94
464,590,1.27,17.9,0.945
462,581,1.26,16.8,0.946
471,594,1.26,15.5,0.941
476,599,1.26,17.2,0.945
466,597,1.28,18.2,0.943
463,586,1.26,16.7,0.941
486,643,1.32,17.3,7.587
437,638,1.46,14.6,0.214
460,694,1.51,15.1,0.213
482,666,1.38,14.2,0.216
440,623,1.42,16.1,0.214
349,504,0,27.8,3.95
0,1010,0,12.2,0
0,1020,0,8.8,0
474,600,1.26,18.8,0.95
460,584,1.27,16.3,0.941
463,581,1.26,15.8,0.946
466,588,1.26,15.7,0.94
462,583,1.26,18,0.956
464,587,1.26,19.3,0.945
460,578,1.26,17.7,0.946
496,644,1.3,17.8,7.554
500,642,1.29,17.3,7.571
525,676,1.29,14.2,7.691
527,675,1.28,14.3,7.566
502,649,1.29,17.7,7.561
504,657,1.3,19.2,7.55
479,634,1.32,14.7,7.586
504,658,1.31,14.7,7.62
577,850,0,12.1,0
549,800,0,14.1,0
353,508,0,25.5,3.967
446,575,1.29,16.1,0.954
471,612,1.3,16.8,3.795
450,586,1.3,17,3.792
472,627,1.33,17.3,3.778
513,650,1.27,15.9,3.772
519,656,1.27,14.5,3.78
450,593,1.32,16,3.75
486,631,1.3,17.9,7.536
486,634,1.3,17.1,7.554
484,636,1.31,18.5,7.525
476,618,1.3,15.6,3.838
463,608,1.31,16.4,3.778
464,606,1.3,17.4,3.774
525,676,1.29,14.2,7.691
504,657,1.3,19.2,7.55
495,654,1.32,17,7.584
495,643,1.3,17.2,7.592
479,634,1.32,14.7,7.586
504,658,1.31,14.7,7.62
504,657,1.3,20.2,7.52
492,672,1.37,15.6,3.757
495,670,1.35,15.3,3.714
483,619,1.28,15.6,3.754
511,657,1.29,14.1,3.754
485,620,1.28,15.1,3.754
468,619,1.32,17.8,3.785
466,609,1.31,15.2,3.817
460,604,1.31,17.1,3.814
468,623,1.33,17.6,3.774
460,602,1.31,16.9,3.793
475,616,1.3,16.6,3.852
573,820,0,10.1,0
580,821,0,10.1,0
581,825,0,10.6,0
561,811,0,12.1,0
565,821,0,14,0
592,838,0,10.1,0
591,837,0,9.7,0
580,821,0,10.1,0
487,612,1.26,16.8,0.948
472,598,1.27,20.1,0.95
463,582,1.26,17,0.949
468,589,1.26,16.6,0.945
461,577,1.25,15.6,0.94
454,573,1.26,16.1,0.945
465,602,1.29,17.3,0.945
471,589,1.25,17.7,0.946
473,597,1.26,17.4,0.946
458,575,1.25,16.6,0.956
471,587,1.25,17.1,0.942
483,625,1.29,15.4,3.795
497,628,1.26,16.6,3.795
498,650,1.31,16.8,3.765
493,633,1.28,16.5,3.759
496,644,1.3,16.9,3.776
491,621,1.27,16,3.798
512,646,1.26,16.3,3.801
515,652,1.27,17.1,3.794
483,611,1.27,17.1,3.76
492,626,1.27,16.8,3.773
486,631,1.3,17.9,7.536
486,634,1.3,17.1,7.554
599,851,0,14.5,0
595,827,0,14.6,0
556,825,0,13.5,0
379,511,0,27.6,0.862
396,515,0,28.2,7.49
409,522,0,27.3,7.392
398,514,0,27.6,7.456
373,490,0,28.8,9.158
390,509,0,28.5,8.919
368,492,0,27.2,10.8
379,509,0,27.5,10.768
378,499,0,27.7,10.79
472,593,1.25,16.8,0.533
480,603,1.26,15.2,0.54
480,600,1.25,15.6,0.538
463,593,1.28,16.3,0.538
471,598,1.27,16.3,0.54
464,585,1.26,15.6,0.53
473,598,1.26,15.1,0.542
457,594,1.3,17.1,0.947
471,594,1.26,15.5,0.941
458,572,1.25,16.8,0.947
471,596,1.27,15.8,0.947
475,604,1.27,15.7,0.943
469,624,1.33,15.4,2.134
486,631,1.3,17.9,7.536
486,634,1.3,17.1,7.554
495,654,1.32,17,7.584
504,657,1.3,20.2,7.52
488,649,1.33,16.6,7.545
468,623,1.33,17.6,3.774
415,715,0,18.9,6.153
464,598,1.29,16.6,0.538
477,612,1.28,16.7,0.535
461,593,1.29,16.6,0.534
485,610,1.26,16.2,0.537
479,614,1.28,15.4,0.533
465,597,1.29,16.1,0.534
456,573,1.26,16.4,0.535
475,608,1.28,16.3,0.539
475,602,1.27,16.3,0.532
481,603,1.25,16.1,0.533
461,599,1.3,16.3,0.533
466,586,1.26,16.2,0.537
475,602,1.27,16.3,0.532
457,598,1.31,16.3,0.537
477,599,1.25,16.3,0.945
462,577,1.25,16.3,0.941
480,612,1.28,16.9,0.945
468,589,1.26,17.5,0.944
463,586,1.26,16.7,0.941
431,527,0,28.9,2.482
415,539,0,29.4,2.5
412,530,0,29,2.486
421,535,0,28.7,2.483
396,516,0,29.1,2.499
398,525,0,29.5,2.531
397,522,0,29.3,2.428
412,526,0,30,2.518
403,530,0,27.8,3.609
392,527,0,28.7,3.549
398,522,0,29.9,3.62
410,520,0,29.7,3.695
402,529,0,28.6,3.653
398,524,0,27.9,3.657
484,607,1.25,17.1,0.534
472,592,1.25,16.9,0.534
473,595,1.26,16.8,0.537
464,598,1.29,16.6,0.538
479,614,1.28,15.4,0.533
480,603,1.26,15.2,0.54
475,593,1.25,16,0.538
498,623,1.25,16.7,0.531
479,603,1.26,16.1,0.536
475,602,1.27,16.3,0.532
481,603,1.25,16.1,0.533
461,599,1.3,16.3,0.533
466,586,1.26,16.2,0.537
473,589,1.25,15.2,0.532
475,608,1.28,15.9,0.533
484,607,1.25,17.1,0.534
473,590,1.25,16.6,0.535
462,595,1.29,14.3,0.538
475,602,1.27,16.3,0.532
481,603,1.25,16.1,0.533
461,599,1.3,16.3,0.533
466,586,1.26,16.2,0.537
473,589,1.25,15.2,0.532
475,608,1.28,15.9,0.533
505,636,1.26,15.3,3.783
502,627,1.25,15.6,3.766
520,681,1.31,16.2,0.382
520,673,1.29,16.3,0.38
373,490,0,28.8,9.158
492,672,1.37,15.6,3.757
431,527,0,28.9,2.482
395,510,0,29.3,2.493
415,539,0,29.4,2.5
412,530,0,29,2.486
398,525,0,29.5,2.531
397,522,0,29.3,2.428
412,526,0,30,2.518
413,524,0,28.2,3.607
403,530,0,27.8,3.609
398,522,0,29.9,3.62
406,522,0,27.8,3.582
407,527,0,28.1,3.605
382,510,0,30.3,4.706
382,503,0,31.3,4.717
381,504,0,29.3,4.788
382,507,0,29.9,4.78
393,517,0,29,4.683
370,502,0,29.3,0
358,482,0,28.7,0
472,592,1.25,16.9,0.534
473,595,1.26,16.8,0.537
464,593,1.28,15.7,0.538
461,593,1.29,16.6,0.534
465,597,1.29,16.1,0.534
461,576,1.25,15.6,0.542
452,582,1.29,16.1,0.54
461,599,1.3,16.3,0.533
485,617,1.27,15.2,0.535
459,586,1.28,15.6,0.53
482,601,1.25,17.1,0.537
468,584,1.25,15.7,0.534
445,577,1.3,17,0.535
458,578,1.26,17.1,0.533
465,588,1.26,16.7,0.536
469,589,1.26,16.2,0.534
469,610,1.3,16.2,0.531
458,578,1.26,17.1,0.533
452,577,1.28,16.3,0.534
462,577,1.25,16.3,0.941
504,657,1.3,20.2,7.52
468,593,1.27,15.3,0.534
473,597,1.26,16.8,0.53
460,583,1.27,16.1,0.533
464,588,1.27,16,0.532
471,598,1.27,16.8,1.485
468,623,1.33,17.6,3.774
466,608,1.31,16.9,3.777
343,485,0,27.8,0
381,512,0,25.1,0
360,506,0,27.5,0
415,539,0,29.4,2.5
397,522,0,29.3,2.428
392,527,0,28.7,3.549
382,503,0,31.3,4.717
381,504,0,29.3,4.788
370,502,0,29.3,6.762
374,503,0,28.7,6.743
407,525,0,30.2,4.584
403,517,0,30.1,4.651
401,516,0,29.8,4.651
384,509,0,30.5,5.963
386,520,0,33.6,5.954
383,515,0,26.2,5.92
389,515,0,31.9,5.947
396,515,0,28.2,7.49
409,522,0,27.3,7.392
368,492,0,27.2,10.8
379,509,0,27.5,10.768
378,499,0,27.7,10.79
488,650,1.33,16.2,7.625
385,524,0,24.8,0
369,497,0,25.3,0
365,510,0,25.6,0
365,516,0,28.2,0
357,505,0,27.7,0
357,509,0,27.5,0
322,485,0,27.3,0
320,473,0,27.7,0
330,483,0,27.4,0
379,511,0,27.6,0.862
356,502,0,27.2,0.876
384,509,0,30.5,5.963
386,520,0,33.6,5.954
383,515,0,26.2,5.92
389,515,0,31.9,5.947
484,607,1.25,17.1,0.534
484,611,1.26,16.7,0.534
456,573,1.26,16.4,0.535
463,593,1.28,16.3,0.538
471,598,1.27,16.3,0.54
479,603,1.26,16.1,0.536
455,588,1.29,16.2,0.536
457,598,1.31,16.3,0.537
480,608,1.27,16.2,0.538
456,583,1.28,14.6,0.534
469,610,1.3,16.2,0.531
480,602,1.25,14.7,0.535
445,577,1.3,17,0.535
475,596,1.25,16.2,0.534
452,577,1.28,16.3,0.534
457,578,1.26,15.8,0.535
479,603,1.26,16.1,0.536
475,602,1.27,16.3,0.532
481,603,1.25,16.1,0.533
461,599,1.3,16.3,0.533
495,622,1.26,15.5,0.537
460,586,1.27,16.5,0.945
494,639,1.29,16.3,3.79
500,633,1.27,17.6,3.811
501,628,1.25,17.1,3.791
529,666,1.26,17.5,3.814
499,640,1.28,16.1,3.794
451,596,1.32,15.5,3.765
483,611,1.27,17.1,3.76
535,673,1.26,16.7,3.774
498,627,1.26,18.4,3.776
501,641,1.28,16.2,3.851
493,649,1.32,17.4,7.516
500,663,1.33,16.3,7.617
500,666,1.33,15.4,7.824
498,661,1.33,15.8,7.532
489,652,1.33,16.2,7.509
481,641,1.33,17.2,7.631
497,655,1.32,16.1,7.617
482,603,1.25,17.5,0.532
460,583,1.27,16.1,0.533
500,663,1.33,16.3,7.617
492,628,1.28,16.2,3.79
523,662,1.27,16.3,3.798
527,664,1.26,15.6,3.785
522,660,1.26,17.3,3.796
514,652,1.27,17.7,3.761
513,653,1.27,17.1,3.758
532,671,1.26,16.3,3.814
348,493,0,29.4,5.036
421,711,0,21.3,5.007
464,593,1.28,15.7,0.538
481,608,1.27,15.1,0.531
466,586,1.26,16.2,0.537
480,602,1.25,14.7,0.535
457,587,1.28,16.7,0.531
494,639,1.29,16.3,3.79
500,633,1.27,17.6,3.811
501,628,1.25,17.1,3.791
529,666,1.26,17.5,3.814
499,640,1.28,16.1,3.794
499,644,1.29,16.6,3.796
483,611,1.27,17.1,3.76
535,673,1.26,16.7,3.774
501,641,1.28,16.2,3.851
529,659,1.25,16.5,3.778
505,639,1.27,17.3,3.784
523,652,1.25,16.3,3.781
511,646,1.26,17.2,3.786
498,628,1.26,16.9,3.796
495,628,1.27,17.7,3.805
526,656,1.25,15.6,3.785
520,649,1.25,16.7,3.833
515,648,1.26,19.5,3.783
511,637,1.25,19.2,3.781
493,649,1.32,17.4,7.516
493,649,1.32,17.4,7.516
499,662,1.33,15.6,7.631
460,694,1.51,15.1,0.213
482,666,1.38,14.2,0.216
369,497,0,25.3,0
365,510,0,25.6,0
357,509,0,27.5,0
374,503,0,28.7,6.743
407,525,0,30.2,4.584
368,492,0,27.2,10.8
379,509,0,27.5,10.768
406,533,0,26,6.2
379,510,0,31.2,0
464,593,1.28,15.7,0.538
484,611,1.26,16.7,0.534
456,573,1.26,16.4,0.535
480,608,1.27,16.2,0.538
495,618,1.25,15.6,0.536
480,602,1.25,14.7,0.535
463,584,1.26,16.4,0.533
457,587,1.28,16.7,0.531
452,577,1.28,16.3,0.534
506,635,1.25,16.9,3.781
529,666,1.26,17.5,3.814
495,631,1.28,16.6,3.825
496,627,1.27,16.4,3.775
513,645,1.26,17.6,3.782
523,654,1.25,17.3,3.84
515,650,1.26,16.6,3.786
533,672,1.26,16.6,3.81
519,664,1.28,17.3,3.814
498,644,1.29,16.6,3.808
487,621,1.27,17.1,3.796
532,671,1.26,16.3,3.814
520,649,1.25,16.7,3.833
508,643,1.27,16.9,3.784
497,632,1.27,17.3,3.768
515,650,1.26,16.6,3.786
533,672,1.26,16.6,3.81
484,626,1.29,16.3,3.761
498,646,1.3,16.1,3.774
495,634,1.28,17.4,3.777
487,621,1.27,17.1,3.796
494,632,1.28,18.9,3.768
476,601,1.26,17.5,0.536
482,603,1.25,17.5,0.532
475,603,1.27,15.7,0.534
498,634,1.27,16.1,2.135
508,637,1.25,16.9,3.756
514,652,1.27,17.7,3.761
513,653,1.27,17.1,3.758
441,618,0,17.7,0.553
396,540,0,23.4,0.553
505,631,1.25,16.6,0.536
493,628,1.27,15.1,0.537
475,604,1.27,16.2,0.534
451,585,1.3,16.3,0.533
453,600,1.32,16.1,0.535
446,574,1.29,15.2,0.534
490,624,1.27,14.9,0.538
474,590,1.25,15.3,0.534
453,580,1.28,16,0.536
473,593,1.25,15.6,0.533
497,627,1.26,15.7,0.533
496,631,1.27,15.2,0.533
459,587,1.28,15.9,0.534
470,590,1.26,16.7,0.533
493,628,1.27,15.1,0.537
475,604,1.27,16.2,0.534
497,627,1.26,15.7,0.533
529,666,1.26,17.5,3.814
483,634,1.31,16.8,3.808
493,649,1.32,17.4,7.516
488,650,1.33,16.2,7.625
489,652,1.33,16.2,7.509
498,661,1.33,15.8,7.532
508,637,1.25,16.9,3.756
373,504,0,26.1,1.228
370,502,0,25.3,1.255
374,505,0,25.5,1.227
378,511,0,28.7,1.2
410,533,0,25.8,1.435
397,526,0,26.1,1.412
399,526,0,26.4,1.359
400,528,0,26.7,1.811
396,526,0,27.4,1.8
385,520,0,28.2,1.818
389,526,0,27.1,1.769
382,528,0,25.8,1.733
490,615,1.26,15.4,0.531
460,597,1.3,15.3,0.534
453,592,1.31,16.1,0.534
467,595,1.27,15.6,0.532
473,607,1.28,15.7,0.532
451,585,1.3,16.3,0.533
453,600,1.32,16.1,0.535
444,581,1.31,15.5,0.534
466,588,1.26,16.5,0.534
478,609,1.28,16.2,0.534
510,635,1.25,15.4,0.535
483,606,1.25,15.4,0.534
464,582,1.25,15.5,0.532
495,620,1.25,15.1,0.53
495,633,1.28,15.9,0.533
490,613,1.25,16.2,0.533
482,609,1.26,16.2,0.532
480,598,1.25,16.1,0.534
477,598,1.25,15.9,0.534
468,605,1.29,16.6,0.532
467,595,1.27,15.6,0.532
473,607,1.28,15.7,0.532
492,613,1.25,15.3,0.536
478,609,1.28,16.2,0.534
452,577,1.28,16.3,0.534
520,673,1.29,16.3,0.38
532,671,1.26,16.3,3.814
410,533,0,25.8,1.435
397,526,0,26.1,1.412
399,526,0,26.4,1.359
400,528,0,26.7,1.811
396,526,0,27.4,1.8
389,526,0,27.1,1.769
382,528,0,25.8,1.733
372,508,0,28.4,2.585
384,528,0,24.7,2.588
383,531,0,24.6,2.63
385,522,0,25,2.565
386,527,0,25.7,2.595
379,528,0,25,2.625
384,521,0,23.8,2.582
382,519,0,28.7,2.613
382,519,0,27.3,3.49
392,527,0,28.7,3.43
411,530,0,28.3,9.841
406,531,0,27.3,9.896
413,526,0,28.2,10.108
392,515,0,27.3,12.014
469,513,0,25.2,14.514
393,517,0,28.2,14.469
370,513,0,27.5,19.104
372,510,0,26.6,19.055
495,620,1.25,15.1,0.53
487,612,1.26,15.7,0.533
491,620,1.26,17.7,0.534
486,611,1.26,15.9,0.536
494,615,1.25,15.9,0.532
488,623,1.28,15.7,0.532
471,596,1.27,15.4,0.533
484,606,1.25,14.9,0.532
476,595,1.25,15.6,0.532
482,601,1.25,15.3,0.532
477,601,1.26,15.6,0.529
475,604,1.27,16.2,0.534
477,598,1.25,16.1,0.531
478,602,1.26,15.2,0.534
478,612,1.28,16,0.533
476,599,1.26,15.2,0.529
386,528,0,28,0.998
376,513,0,26.5,0.974
378,516,0,28.9,0.998
386,530,0,27.3,1.069
393,542,0,27.5,1.055
396,526,0,27.4,1.8
473,610,1.29,16.3,0.848
470,602,1.28,16.1,0.847
470,596,1.27,16.8,0.843
490,622,1.27,16.1,0.849
482,616,1.28,16.7,0.852
479,607,1.27,15.9,0.851
467,586,1.26,17.6,0.848
463,590,1.27,17.3,0.846
447,577,1.29,16.4,0.853
452,581,1.28,16.6,0.851
456,581,1.28,17.3,0.851
473,610,1.29,16.3,0.848
446,585,1.31,16.6,0.847
467,586,1.26,17.6,0.848
463,590,1.27,17.3,0.846
447,577,1.29,16.4,0.853
452,581,1.28,16.6,0.851
456,581,1.28,17.3,0.851
492,649,1.32,16.1,7.51
484,609,1.26,16.3,0.538
468,593,1.27,15.7,0.535
493,614,1.25,16.3,0.538
483,608,1.26,16,0.533
477,603,1.26,16.1,0.542
484,604,1.25,16.1,0.536
496,618,1.25,16.6,0.536
494,619,1.25,16.1,0.536
470,586,1.25,15.6,0.538
489,609,1.25,16.2,0.536
470,589,1.25,16.1,0.536
475,594,1.26,16.1,0.843
481,604,1.26,16.3,0.856
486,609,1.25,15.8,0.847
477,604,1.27,16.3,0.846
477,601,1.26,16,0.845
487,622,1.28,16.1,0.84
468,600,1.28,16.1,0.848
483,609,1.26,16,0.848
480,605,1.26,15.3,0.849
471,595,1.26,16.2,0.842
474,602,1.27,16.2,0.845
480,603,1.26,15.6,0.846
471,601,1.28,16.1,0.848
476,603,1.27,16.2,0.843
471,599,1.27,16.1,0.842
478,605,1.27,15.6,0.846
471,600,1.27,16.1,0.841
471,589,1.25,16.1,0.842
473,594,1.26,16.3,0.845
479,604,1.26,15.6,0.843
487,607,1.25,16.3,0.85
482,604,1.25,16.2,0.845
481,607,1.26,16.4,0.849
477,606,1.27,16.1,0.85
476,603,1.27,16.3,0.852
472,601,1.27,19,0.86
456,581,1.28,17.3,0.851
479,609,1.27,16.7,0.867
479,606,1.27,17.1,0.848
477,605,1.27,17.4,0.856
452,589,1.3,16.9,0.849
444,581,1.31,17,0.849
380,506,0,28.9,0.992
377,516,0,29,1
378,516,0,28.9,0.998
386,530,0,27.3,1.069
393,542,0,27.5,1.055
378,508,0,28,1.287
349,490,0,29,1.338
363,501,0,29.1,1.29
360,504,0,27.4,1.331
366,506,0,26.9,1.311
348,491,0,27.8,1.358
476,595,1.25,15.6,0.532
469,586,1.25,15.4,0.53
477,601,1.26,15.6,0.529
470,602,1.28,16.1,0.847
490,622,1.27,16.1,0.849
467,586,1.26,17.6,0.848
452,581,1.28,16.6,0.851
465,587,1.26,15.6,0.942
473,593,1.25,15.8,0.947
479,604,1.26,16.2,0.948
476,599,1.26,16.2,0.944
459,580,1.26,15.6,0.944
473,596,1.26,16.2,0.946
477,596,1.25,16,0.949
484,609,1.26,16.1,0.942
446,573,1.28,16.4,0.941
477,596,1.25,16,0.949
468,600,1.28,16.1,0.848
471,595,1.26,16.2,0.842
474,602,1.27,16.2,0.845
482,604,1.25,16.2,0.845
477,606,1.27,16.1,0.85
476,603,1.27,16.3,0.852
368,500,0,24.7,0.646
368,500,0,24.5,0.644
355,468,0,24.4,0.645
370,514,0,24,0.644
385,533,0,24.4,0.664
374,510,0,27.6,0.665
380,510,0,25,0.657
370,507,0,26.2,0.657
372,510,0,27.5,0.659
364,492,0,25.9,0.662
468,601,1.29,16.1,0.533
484,606,1.25,14.9,0.532
492,613,1.25,15.3,0.536
465,583,1.25,16.3,0.943
460,590,1.28,15.8,0.948
469,591,1.26,16,0.949
452,584,1.29,16.9,0.949
455,584,1.28,15.9,0.95
473,596,1.26,16.7,0.95
433,574,1.33,16.3,0.949
473,590,1.25,16.2,0.948
465,587,1.26,15.6,0.942
461,582,1.26,16.1,0.94
460,578,1.26,16.1,0.942
469,594,1.26,15.9,0.947
473,596,1.26,16,0.953
481,605,1.26,16.2,0.948
465,587,1.26,16.4,0.945
452,570,1.26,15.7,0.943
469,590,1.26,16.4,0.946
462,589,1.27,16.7,0.952
467,596,1.28,16.4,0.948
451,586,1.3,16.7,0.947
465,591,1.27,15.6,0.95
460,578,1.26,16.1,0.942
473,596,1.26,16,0.953
481,605,1.26,16.2,0.948
465,587,1.26,16.4,0.945
452,570,1.26,15.7,0.943
469,590,1.26,16.4,0.946
514,712,1.39,14.2,0.854
486,654,1.35,16,0.85
486,658,1.35,16.1,0.851
482,662,1.37,15.8,0.853
468,600,1.28,16.1,0.848
471,595,1.26,16.2,0.842
474,602,1.27,16.2,0.845
473,594,1.26,16.3,0.845
479,604,1.26,15.6,0.843
482,604,1.25,16.2,0.845
481,607,1.26,16.4,0.849
477,606,1.27,16.1,0.85
476,603,1.27,16.3,0.852
384,535,0,25.9,0.554
386,528,0,28,0.998
349,487,0,25.1,0
410,533,0,25.8,1.435
397,526,0,26.1,1.412
400,528,0,26.7,1.811
396,526,0,27.4,1.8
382,528,0,25.8,1.733
384,528,0,24.7,2.588
379,528,0,25,2.625
461,581,1.26,16.8,0.944
484,608,1.26,16.2,0.947
482,603,1.25,15.7,0.949
474,597,1.26,15.8,0.948
481,603,1.25,15.3,0.946
456,584,1.28,16,0.948
466,593,1.27,16.7,0.947
490,610,1.25,15.5,0.951
469,590,1.26,16.4,0.946
456,576,1.26,16.2,0.944
464,579,1.25,16.2,0.943
483,608,1.26,16.2,0.944
476,596,1.25,16.1,0.948
479,604,1.26,16.1,0.946
462,591,1.28,16.3,0.944
465,590,1.27,17.3,0.946
463,595,1.29,16.2,0.939
460,582,1.27,16.5,0.942
480,611,1.27,15.8,0.947
476,596,1.25,16.1,0.948
479,604,1.26,16.1,0.946
462,591,1.28,16.3,0.944
461,599,1.3,16.2,0.94
490,640,1.31,16.1,3.81
355,468,0,24.4,0.645
372,510,0,27.5,0.659
362,509,0,25.4,0.81
364,507,0,26.6,0.82
389,538,0,26.4,0.804
363,507,0,26.8,0.784
349,487,0,25.1,0
367,494,0,25.6,0
359,506,0,26.9,0
410,533,0,25.8,1.435
397,526,0,26.1,1.412
474,594,1.25,16.7,0.946
460,581,1.26,16.4,0.947
477,596,1.25,16.5,0.944
462,586,1.27,16.4,0.947
478,612,1.28,16.6,0.947
452,573,1.27,16.4,0.944
460,587,1.28,16.6,0.945
480,611,1.27,15.8,0.947
466,586,1.26,16.2,0.946
483,608,1.26,16.2,0.944
476,596,1.25,16.1,0.948
479,604,1.26,16.1,0.946
468,582,1.25,16.8,0.942
479,610,1.27,16.3,0.945
472,601,1.27,16.4,0.945
454,570,1.26,19,0.943
464,578,1.25,15.4,0.944
468,582,1.25,16.8,0.942
487,617,1.27,15.6,0.951
463,598,1.29,16.9,0.948
484,606,1.25,14.9,0.532
478,602,1.26,15.2,0.534
478,612,1.28,16,0.533
476,599,1.26,15.2,0.529
501,641,1.28,16.6,3.786
362,509,0,25.4,0.81
364,507,0,26.6,0.82
389,537,0,26.3,0.804
363,507,0,26.8,0.784
378,523,0,26.2,0.814
383,515,0,25.5,0.792
379,528,0,26.5,0.798
357,503,0,26.9,0.912
364,505,0,25.9,0.959
349,487,0,25.1,0
367,494,0,25.6,0
359,506,0,26.9,0
502,627,1.25,16.2,0.938
501,627,1.25,16.6,0.943
479,597,1.25,16.6,0.939
452,584,1.29,17.3,0.946
470,587,1.25,16.3,0.944
478,603,1.26,16.2,0.941
478,596,1.25,16.2,0.942
452,570,1.26,16.1,0.945
459,584,1.27,15.8,0.944
464,585,1.26,16.8,0.949
462,576,1.25,15.7,0.943
462,583,1.26,16.4,0.94
460,583,1.27,16.9,0.949
479,597,1.25,16.6,0.939
478,603,1.26,16.2,0.941
500,666,1.33,15.4,7.824
484,606,1.25,14.9,0.532
478,602,1.26,15.2,0.534
532,671,1.26,16.3,3.814
394,532,0,25.3,0.985
392,513,0,27.3,0.98
387,524,0,25.9,0.976
362,509,0,25.4,0.81
364,507,0,26.6,0.82
389,538,0,26.4,0.804
363,507,0,26.8,0.784
378,523,0,26.2,0.814
350,499,0,27.6,1.11
345,491,0,27.4,1.1
356,501,0,28.1,1.086
356,494,0,27.2,1.101
371,532,0,27.3,1.05
349,487,0,25.1,0
359,506,0,26.9,0
479,597,1.25,16.6,0.939
478,612,1.28,16.6,0.947
455,584,1.28,15.9,0.95
473,596,1.26,16.7,0.95
451,586,1.3,16.7,0.947
473,595,1.26,16.5,0.942
440,572,1.3,16.9,0.95
471,581,1.25,15.9,0.95
452,570,1.26,16.1,0.945
480,601,1.25,15.3,0.944
455,578,1.27,18.2,0.944
457,581,1.27,16.9,0.941
466,589,1.26,16.1,0.943
467,589,1.26,15.6,0.946
455,590,1.3,16.4,0.944
464,589,1.27,16.8,0.944
479,598,1.25,16.2,0.958
478,605,1.26,15.8,0.943
486,615,1.27,16.1,0.938
479,601,1.25,16.1,0.945
454,570,1.26,19,0.943
451,586,1.3,16.7,0.947
465,587,1.26,15.6,0.942
446,573,1.28,16.4,0.941
477,596,1.25,16,0.949
469,594,1.26,15.9,0.947
465,587,1.26,16.4,0.945
471,581,1.25,15.9,0.95
461,595,1.29,16.5,0.94
400,533,0,26,0.981
388,495,0,25.8,0.985
363,479,0,27.2,0.984
387,524,0,25.9,0.976
462,582,1.26,16.4,0.945
484,608,1.26,16.2,0.947
478,596,1.25,15.9,0.946
481,603,1.25,15.3,0.946
469,595,1.27,16.1,0.942
460,581,1.26,16.4,0.947
462,856,1.27,16.4,0.947
452,573,1.27,16.4,0.944
460,590,1.28,15.8,0.948
467,596,1.28,16.4,0.948
455,581,1.28,15.8,0.938
457,585,1.28,16.1,0.945
473,596,1.26,16,0.953
453,590,1.3,16.9,0.949
466,588,1.26,15.8,0.947
469,590,1.26,16.4,0.946
456,576,1.26,16.2,0.944
464,579,1.25,16.2,0.943
469,587,1.25,16,0.946
479,604,1.26,16.1,0.946
468,582,1.25,16.8,0.942
463,595,1.29,16.2,0.939
478,603,1.26,16.2,0.941
460,582,1.27,16.5,0.942
487,617,1.27,15.6,0.951
463,598,1.29,16.9,0.948
465,590,1.27,16.4,0.941
464,585,1.26,16.8,0.949
460,583,1.27,16.9,0.949
479,601,1.25,16.1,0.945
465,587,1.26,16.4,0.945
469,590,1.26,16.4,0.946
461,583,1.27,15.6,1.485
452,571,1.26,15.1,1.475
447,577,1.29,16.2,1.467
469,601,1.28,15.8,1.471
469,586,1.25,16.1,1.471
442,578,1.31,16,1.469
452,585,1.29,17.2,1.469
474,591,1.25,15,1.482
465,590,1.27,15.1,1.481
461,585,1.27,15.1,1.47
452,578,1.28,15.9,1.469
450,582,1.29,15.2,1.466
460,579,1.26,15.6,1.471
461,586,1.27,15.5,1.471
450,578,1.28,16.4,1.468
477,598,1.25,16.4,1.471
459,580,1.26,15.1,1.47
447,577,1.29,16.2,1.467
465,590,1.27,15.1,1.481
452,578,1.28,15.9,1.469
471,603,1.28,15.6,1.47
444,575,1.3,16.4,1.466
472,597,1.27,16.5,1.473
512,720,1.41,15.6,0.884
522,743,1.42,16.2,2.964
402,538,0,26.4,0.988
472,596,1.26,16.2,1.468
470,601,1.28,16.2,1.475
476,599,1.26,16.1,1.478
468,596,1.27,16.1,1.464
467,597,1.28,17.2,1.471
473,595,1.26,16.1,1.469
455,579,1.27,16.3,1.47
444,574,1.29,15.6,1.471
453,576,1.27,16.1,1.47
465,590,1.27,15.1,1.481
484,605,1.25,16.1,1.47
473,595,1.26,16.3,1.468
452,578,1.28,15.9,1.469
450,582,1.29,15.2,1.466
460,579,1.26,15.6,1.471
461,586,1.27,15.5,1.471
450,578,1.28,16.4,1.468
487,612,1.26,16.3,1.468
465,595,1.28,16.1,1.47
478,603,1.26,16.6,1.474
471,601,1.28,17,1.473
456,582,1.28,16.6,1.472
464,587,1.27,17,1.476
461,579,1.26,17.1,1.477
467,582,1.25,16.1,1.468
458,587,1.28,16.9,1.473
449,582,1.3,17.9,1.473
475,601,1.27,16.6,1.477
492,616,1.25,15.8,1.472
468,596,1.27,16.1,1.464
472,597,1.27,16.5,1.473
476,600,1.26,16.9,1.48
363,507,0,26.8,0.784
373,504,0,26.1,1.228
349,487,0,25.1,0
367,494,0,25.6,0
359,506,0,26.9,0
352,496,0,28.4,0
365,527,0,26.3,0
474,604,1.28,16.6,0.952
452,571,1.26,15.1,1.475
485,608,1.25,16.1,1.473
476,601,1.26,16.2,1.472
496,624,1.26,16.6,1.469
